purpose,installment,dti
debt_consolidation,279.75,4.46
credit_card,720.18,7.26
all_other,503.5,10.9
home_improvement,893.85,2.35
debt_consolidation,822.78,20.51
all_other,242.53,9.65
debt_consolidation,770.76,5.41
debt_consolidation,214.48,4.8
debt_consolidation,875.27,9.68
all_other,147.7,13.4
home_improvement,545.38,10.2
all_other,589.24,22.82
all_other,34.47,6.15
debt_consolidation,870.71,13.96
all_other,259.85,17.6
debt_consolidation,176.89,1.88
small_business,272.84,10.83
all_other,131.65,16.13
credit_card,327.36,16.15
small_business,134.27,11.68
credit_card,415.76,9.78
all_other,53.35,3.16
debt_consolidation,542.79,21.07
credit_card,344.09,10.14
debt_consolidation,102.86,0.6
credit_card,779.55,9.62
debt_consolidation,161.93,8.65
debt_consolidation,259.08,20.04
all_other,322.11,14.32
debt_consolidation,247.52,16.82
all_other,164.56,23.96
debt_consolidation,172.33,22.86
all_other,112.04,2.32
debt_consolidation,169.63,11.9
debt_consolidation,164.56,6.51
home_improvement,343.11,4.93
major_purchase,358.16,10.48
debt_consolidation,161.93,18.61
debt_consolidation,394.94,17
all_other,32.92,0
debt_consolidation,156.41,14.84
small_business,312.81,3.46
credit_card,879.85,14.23
debt_consolidation,386.53,9.26
debt_consolidation,238.38,2.34
major_purchase,154.7,3.14
debt_consolidation,156.29,3.33
debt_consolidation,674.9,8.3
all_other,186.66,18.31
all_other,103.08,23.55
home_improvement,651.2,1.53
debt_consolidation,407.09,15.68
major_purchase,621.97,11.68
small_business,112.61,11.79
debt_consolidation,248.94,12.63
small_business,65.48,23.42
all_other,93.33,11.49
major_purchase,202.47,2.82
debt_consolidation,485.78,14.96
all_other,201.4,7.73
all_other,879.85,20.88
all_other,121.49,18.9
debt_consolidation,114.58,0.63
all_other,168.73,20.04
debt_consolidation,884.44,13.96
educational,52.66,0.96
debt_consolidation,907.6,7.28
debt_consolidation,134.27,9.36
all_other,428.56,12.75
debt_consolidation,155.55,11.58
debt_consolidation,375.37,7.92
credit_card,818.38,22.83
all_other,65.69,21.52
credit_card,264.43,20.05
educational,411.41,17.56
credit_card,488.4,14.95
debt_consolidation,242.97,9.68
debt_consolidation,449.77,11.07
debt_consolidation,103.94,23.84
debt_consolidation,626.91,15.75
all_other,323.85,9.09
home_improvement,280.09,7.36
debt_consolidation,493.67,17.61
debt_consolidation,511.56,19.29
all_other,789.58,0.28
all_other,156.41,16.89
credit_card,62.22,21.02
debt_consolidation,184.62,22.91
debt_consolidation,311.1,8.97
credit_card,375.37,11.93
credit_card,105.82,17.23
all_other,245.52,6.83
credit_card,193.85,6.25
credit_card,526.58,8.83
credit_card,582.93,6.85
debt_consolidation,466.35,5.54
debt_consolidation,269.96,6.37
all_other,130.24,11.96
credit_card,269.96,8.4
small_business,518.16,4.61
major_purchase,167.84,7.77
debt_consolidation,375.37,15.29
all_other,145.42,14.78
debt_consolidation,394.94,16.82
debt_consolidation,100.56,22.65
debt_consolidation,617.12,17.57
debt_consolidation,160.29,18.49
small_business,346.47,20.77
credit_card,822.78,22.59
debt_consolidation,453.39,15.27
major_purchase,202.22,16.8
educational,241.33,15.27
debt_consolidation,870.71,16.16
debt_consolidation,483.16,4.12
debt_consolidation,226.7,23.77
all_other,185.64,13.43
debt_consolidation,410.65,17.8
small_business,261.89,14.36
all_other,129.54,1.85
credit_card,249.64,24.64
small_business,822.78,11.07
major_purchase,97.16,20.5
debt_consolidation,193.01,6.33
debt_consolidation,450.95,6.1
credit_card,728.89,7.98
all_other,169.63,6.52
educational,386.53,5.16
debt_consolidation,467.06,24.4
debt_consolidation,371.2,11.88
small_business,818.38,17.88
debt_consolidation,435.36,0.64
all_other,647.7,13.22
all_other,263.29,5.27
debt_consolidation,402.8,2.51
all_other,97.68,0.37
all_other,337.83,3.76
debt_consolidation,483.16,4.95
debt_consolidation,251.75,17.28
major_purchase,163.68,12.27
debt_consolidation,373.32,4.33
credit_card,691.14,23.1
all_other,279.75,17.13
major_purchase,242.53,8.59
debt_consolidation,80.99,18.2
debt_consolidation,738.46,12.16
debt_consolidation,503.5,21.68
debt_consolidation,342.85,12.48
all_other,289.9,10.6
debt_consolidation,167.84,2.04
debt_consolidation,327.36,16.1
all_other,202.47,2.63
debt_consolidation,805.59,10.65
all_other,866.16,3.98
small_business,822.78,3.6
credit_card,421.01,13.66
debt_consolidation,491.03,15.97
all_other,493.67,24.24
all_other,311.1,5.4
all_other,658.23,5.39
debt_consolidation,302.1,17.12
educational,813.99,21.13
debt_consolidation,555.68,17.52
debt_consolidation,537.06,24.67
debt_consolidation,323.85,11.59
credit_card,450.95,20.04
debt_consolidation,469.21,8.75
debt_consolidation,406.65,19.72
debt_consolidation,557.26,15.92
debt_consolidation,335.67,16.15
debt_consolidation,471.89,11.15
debt_consolidation,129.24,19.83
major_purchase,129.95,8.57
all_other,138.59,1.79
credit_card,375.37,13.87
small_business,500.49,14.97
all_other,257.69,1.44
home_improvement,39.29,10.71
all_other,175.06,10.36
credit_card,695.45,18.91
debt_consolidation,339.25,12.49
all_other,154.7,6.31
debt_consolidation,413.58,12.48
all_other,196.76,14.58
all_other,221.74,15.45
credit_card,491.1,12.7
debt_consolidation,69.3,15.27
small_business,242.89,3.52
debt_consolidation,154.7,6.57
educational,107.7,14.54
all_other,107.11,14.18
credit_card,322.11,9.55
all_other,40.93,3.08
all_other,260.48,15
small_business,469.21,9.61
debt_consolidation,262.99,19.7
credit_card,683.76,15.18
debt_consolidation,234.97,23.96
debt_consolidation,818.38,12.13
debt_consolidation,469.93,18.85
major_purchase,57.29,7.76
home_improvement,30.77,10.18
credit_card,47.25,9.8
all_other,242.89,7.36
debt_consolidation,689.3,16.63
credit_card,130.24,5.76
debt_consolidation,299.15,23.07
debt_consolidation,692.93,12.58
credit_card,45.91,2.38
debt_consolidation,322.11,14.44
credit_card,348.29,19.23
credit_card,128.85,2.47
debt_consolidation,212.6,24.52
debt_consolidation,452.77,8.87
debt_consolidation,437.93,4.98
debt_consolidation,839.16,10.62
small_business,493.67,17.82
debt_consolidation,375.37,4.97
all_other,280.09,9
debt_consolidation,134.27,14.78
debt_consolidation,175.06,16.26
debt_consolidation,437.93,14.37
major_purchase,154.61,11.28
all_other,199.9,1.86
major_purchase,123.76,18.33
debt_consolidation,689.3,15.98
debt_consolidation,209.79,21.23
all_other,97.68,8.91
small_business,468.86,6.26
all_other,311.1,8.6
debt_consolidation,483.16,15.93
major_purchase,137.14,14.91
credit_card,155.55,12.75
debt_consolidation,442.9,17.67
all_other,167.84,15.76
credit_card,97.16,15.64
debt_consolidation,246.84,14.83
debt_consolidation,491.03,10.75
debt_consolidation,809.62,7.66
debt_consolidation,54,18.99
credit_card,404.81,18.38
all_other,161.93,19.12
debt_consolidation,394.94,13.18
credit_card,472.43,11.31
credit_card,576.45,17.15
debt_consolidation,265.89,11.7
debt_consolidation,537.06,4.41
debt_consolidation,861.63,18.15
major_purchase,464,14.4
debt_consolidation,570.63,22.75
debt_consolidation,547.58,19.39
small_business,907.6,11.99
all_other,185.89,22.29
home_improvement,651.2,15.98
all_other,435.54,3.68
debt_consolidation,339.25,13.8
small_business,169.63,14.19
all_other,902.94,8.6
home_improvement,253.09,10.85
credit_card,215.97,16.38
debt_consolidation,424.53,3.1
debt_consolidation,503.05,15.02
educational,182.34,14.32
all_other,141.73,3.44
credit_card,441.02,24.66
credit_card,112.02,24.6
all_other,161.06,24.5
home_improvement,491.03,1.36
debt_consolidation,322.11,9.8
all_other,144,16.69
debt_consolidation,566.04,14.74
debt_consolidation,455.84,22.39
debt_consolidation,482.51,12.13
debt_consolidation,242.89,14.83
debt_consolidation,658.23,18.64
educational,176.7,22.8
all_other,163.68,6.55
all_other,187.69,13.36
educational,73.26,13.86
all_other,40.92,0.64
all_other,506.18,16.69
all_other,506.18,11.92
all_other,124.44,16.5
debt_consolidation,100.99,21.46
small_business,334.43,12.86
credit_card,527.91,9.33
debt_consolidation,392.83,23.51
debt_consolidation,329.12,9.73
all_other,337.45,22.91
all_other,503.5,11.41
all_other,155.55,12.77
debt_consolidation,291.42,20.75
small_business,503.5,24.44
all_other,260.48,11.29
debt_consolidation,256.71,7.89
all_other,40.71,21.44
debt_consolidation,205.71,15.65
major_purchase,716.32,5.34
debt_consolidation,322.11,6.24
debt_consolidation,545.67,14.01
debt_consolidation,309.4,15.42
all_other,50.35,17.8
debt_consolidation,153.83,20.42
debt_consolidation,236.96,7.15
all_other,222.26,16.81
debt_consolidation,474.94,20.06
credit_card,169.51,20.52
credit_card,814,15.2
credit_card,170.17,19.86
debt_consolidation,350.34,22.49
home_improvement,98.21,15.5
all_other,49.11,20.43
home_improvement,311.1,15.92
home_improvement,161.93,19.23
debt_consolidation,493.67,22.16
debt_consolidation,168.41,21.63
all_other,102.86,10.05
debt_consolidation,317.13,10.81
credit_card,218.27,20.54
all_other,171.11,20.39
debt_consolidation,147.7,6.05
debt_consolidation,453.39,16.42
debt_consolidation,325.6,6.13
all_other,339.25,17.04
small_business,269.96,1.65
all_other,130.24,14.1
debt_consolidation,330.01,21.63
debt_consolidation,379.95,3.93
major_purchase,247.52,22.13
major_purchase,161.06,22.91
all_other,916.95,14.43
home_improvement,450.44,1.91
all_other,194.31,20.66
debt_consolidation,157.13,0
debt_consolidation,206.86,16.2
all_other,277.16,4.5
all_other,165.63,19.53
educational,276.48,2.24
small_business,699.73,3.6
major_purchase,341.04,1.8
credit_card,341.04,7.25
all_other,59.94,6.33
debt_consolidation,255.17,20.29
all_other,134.54,23.22
all_other,70.32,2.55
debt_consolidation,181.3,11.39
debt_consolidation,139.32,9.12
educational,32.39,21.37
home_improvement,663.28,2.89
small_business,716.95,13.51
all_other,393.65,7.82
home_improvement,851.89,4.45
major_purchase,840.83,0.13
debt_consolidation,35.2,23.84
debt_consolidation,246.38,22.47
debt_consolidation,787.53,19.34
educational,126.4,29.6
debt_consolidation,242.05,19.12
debt_consolidation,172.89,18.51
debt_consolidation,149.96,16.7
all_other,311.2,19.34
debt_consolidation,570.69,25.32
credit_card,404.03,21.31
debt_consolidation,236.81,15.55
home_improvement,250.15,3.03
debt_consolidation,231.98,14.64
all_other,163.75,9.18
debt_consolidation,385.27,26.52
all_other,156.11,8.81
all_other,204.84,4
all_other,136.45,4
all_other,80.69,10
all_other,124.62,10
all_other,164.98,10
all_other,164.42,10
all_other,32.11,10
all_other,103.2,10
all_other,113.39,10
all_other,211.85,10
all_other,208.66,10
all_other,64.5,10
all_other,42.65,10
all_other,95.86,10
all_other,95.42,10
all_other,209.18,1
all_other,218.55,1
all_other,155.38,1
all_other,344.87,19.5
all_other,30.94,1.1
all_other,81.94,6.46
all_other,93.23,0.39
all_other,77.69,10.36
all_other,156.11,5.38
all_other,34.21,16.27
all_other,45.78,8.61
all_other,164.23,3.51
all_other,38.17,3.27
debt_consolidation,141.25,3.72
debt_consolidation,195.28,12.9
debt_consolidation,61.87,5.6
educational,345.18,7.22
debt_consolidation,61,10
all_other,180.57,15
credit_card,202.51,4.4
credit_card,67.2,3.48
debt_consolidation,226.98,13.16
credit_card,693.45,3.11
credit_card,325.46,17.96
credit_card,142.43,19.62
all_other,89.35,16.91
debt_consolidation,114.44,11.52
debt_consolidation,265.17,10.42
home_improvement,135.01,7.91
credit_card,345.18,6.37
educational,38.88,8.1
credit_card,33.45,5.21
debt_consolidation,150.52,9.56
educational,61.86,4.11
credit_card,139.31,20.12
all_other,164.23,14.48
credit_card,42.96,5.64
debt_consolidation,316.25,15.66
all_other,68.73,15.57
debt_consolidation,110.46,9.42
educational,43.11,8.38
debt_consolidation,140.48,7.68
debt_consolidation,34.68,20
educational,133.44,9.51
credit_card,116.54,14.76
debt_consolidation,102.17,19.3
credit_card,67.81,8.75
all_other,365.69,1.72
debt_consolidation,171.05,0.53
debt_consolidation,425.04,20
all_other,257.99,0.48
credit_card,346.73,7.75
credit_card,284.86,20.22
all_other,464.95,15.98
educational,412.37,6.48
all_other,670.59,9.79
debt_consolidation,201.6,15.2
all_other,196.18,8.57
credit_card,489.61,7.47
debt_consolidation,332.6,7.33
educational,443.81,2.2
debt_consolidation,63.03,13.09
debt_consolidation,108.77,1
credit_card,80.63,2.33
credit_card,170.29,6.2
credit_card,585.41,14.09
debt_consolidation,318.69,1.35
credit_card,172.59,15.14
debt_consolidation,193.26,18.22
small_business,287.3,18.24
all_other,131.19,17.31
credit_card,163.48,1.21
credit_card,499.45,17.02
all_other,141.15,3.29
educational,94.54,6.72
all_other,49.72,14.31
debt_consolidation,207.11,20
credit_card,100.35,14.25
debt_consolidation,388.28,12.9
all_other,77.69,0.53
small_business,403.07,0.74
debt_consolidation,64.38,18.99
debt_consolidation,525.75,14.74
credit_card,61.58,5.06
credit_card,81,7.14
educational,102.17,2.38
all_other,127.82,4
debt_consolidation,364.82,13.02
all_other,78.42,0.09
debt_consolidation,364.82,11.76
all_other,98.09,4.62
debt_consolidation,170.29,0
educational,156.23,0
debt_consolidation,163.48,1.2
debt_consolidation,348.03,13.8
home_improvement,84.34,15.86
debt_consolidation,207.11,10.23
credit_card,167.24,21.35
debt_consolidation,441.18,1.31
credit_card,337.52,25
home_improvement,67.51,4.83
credit_card,472.38,23.78
debt_consolidation,303.55,11.38
debt_consolidation,340.57,2.16
all_other,131.38,10.85
all_other,15.76,2.15
debt_consolidation,303.98,22.93
debt_consolidation,360.83,15.65
educational,151.69,5.48
all_other,538.84,10.01
debt_consolidation,129.6,5.82
all_other,131.01,2.7
home_improvement,345.04,0.76
credit_card,183.21,13.44
all_other,118.24,2.86
credit_card,40.51,3.77
debt_consolidation,184.02,5.3
credit_card,319.54,0.82
educational,421.65,4.61
debt_consolidation,166.88,3.01
all_other,158.31,9.84
educational,240.54,8.9
home_improvement,67.33,25
educational,82.11,18.51
debt_consolidation,224.52,19.85
debt_consolidation,169.51,0
small_business,305.77,8.84
debt_consolidation,494.93,0
debt_consolidation,98.39,21.28
home_improvement,191.59,2
debt_consolidation,81.37,11.64
all_other,141.76,10.68
all_other,143.69,12.55
debt_consolidation,432.99,12.83
all_other,173.25,25.78
debt_consolidation,158.77,25.77
debt_consolidation,204.34,8.4
all_other,158.31,1.8
all_other,316.58,0.33
all_other,510.47,24.45
all_other,145.62,10.69
debt_consolidation,332.84,15.33
all_other,278.03,7.99
credit_card,102.17,23.61
small_business,290.97,9.98
debt_consolidation,170.29,0.6
credit_card,118.14,3.94
educational,162.73,1.8
debt_consolidation,298.67,11.42
debt_consolidation,359.95,4.26
debt_consolidation,376.29,22.37
educational,265.25,6.7
small_business,870.68,13.35
all_other,205.27,0
debt_consolidation,149.48,13.45
all_other,168.76,5.36
all_other,15.91,0
all_other,334.3,1.42
debt_consolidation,131.99,1.3
small_business,768.01,14.5
credit_card,423.55,11.53
debt_consolidation,259.2,6.97
all_other,131.38,1.67
credit_card,168.76,2.48
debt_consolidation,359.95,13.07
debt_consolidation,230.36,9.63
small_business,659.91,2.33
home_improvement,294.83,10.66
debt_consolidation,199.78,2.2
debt_consolidation,131.38,15.27
debt_consolidation,123.71,18.51
home_improvement,320.99,18.55
debt_consolidation,99.71,4.22
debt_consolidation,23.21,11.33
educational,299.67,3.27
small_business,346.71,23.34
debt_consolidation,500.22,23.65
educational,171.06,13.38
debt_consolidation,705.87,25.63
small_business,836.23,15.13
small_business,878.44,26.55
credit_card,359.95,9.98
all_other,287.59,13.36
debt_consolidation,162,0.26
debt_consolidation,227.66,15.63
credit_card,468.29,20.68
all_other,98.99,18.26
home_improvement,59.12,26.52
debt_consolidation,186.46,16.03
all_other,164.98,10.36
debt_consolidation,337.32,23.27
small_business,178.94,0.13
all_other,181.44,0
debt_consolidation,240.54,4.04
debt_consolidation,246.33,5.46
educational,82.11,0.4
credit_card,274.9,23.86
debt_consolidation,136,13.51
debt_consolidation,192.6,15.49
credit_card,16.73,19.2
all_other,293.87,21.5
debt_consolidation,67.2,2.58
debt_consolidation,335.98,5.04
all_other,239.49,14.92
home_improvement,385.19,1.99
debt_consolidation,621.34,26.25
all_other,29.08,21.26
debt_consolidation,326.97,8
debt_consolidation,272.46,13.2
debt_consolidation,161.27,12.61
all_other,202.52,1.02
debt_consolidation,324.48,21.58
small_business,855.3,20.2
debt_consolidation,170.29,9.45
educational,319.54,16.29
all_other,51.32,22.95
debt_consolidation,88.41,9.62
all_other,81.74,18.51
small_business,167.99,9.98
credit_card,169.51,12.53
all_other,170.29,1.6
small_business,167.99,19.02
debt_consolidation,882.39,19.02
debt_consolidation,168.76,8.72
small_business,489.29,21.93
small_business,508.53,19.44
all_other,162.73,12.11
educational,326.97,4.19
all_other,386.99,2.48
debt_consolidation,206.18,18.93
all_other,227.66,18.32
all_other,487.59,9.49
credit_card,336.31,17.03
educational,201.59,3
small_business,520.06,4.64
debt_consolidation,233.07,11.58
all_other,19.8,4.8
debt_consolidation,35.45,27.55
all_other,30.93,3.1
debt_consolidation,164.22,7.4
debt_consolidation,257.99,1.5
credit_card,137.45,16.32
debt_consolidation,357.63,26.13
debt_consolidation,161.27,10.29
debt_consolidation,286.08,14.29
debt_consolidation,359.95,4.33
small_business,843.8,25.03
all_other,177.3,17.52
small_business,412.35,11.4
debt_consolidation,624.87,0.33
all_other,51.6,10.33
all_other,130.18,17.89
credit_card,189.08,4.51
small_business,650.9,2.55
all_other,404.62,8.21
debt_consolidation,325.45,0.54
all_other,294.66,12.87
all_other,340.57,1.95
major_purchase,247.41,15.65
all_other,170.29,1.37
debt_consolidation,50.18,14.23
major_purchase,232.04,9.18
debt_consolidation,557.48,24.04
debt_consolidation,59.94,1.71
debt_consolidation,162.73,13.31
debt_consolidation,531.74,20.53
small_business,770.37,0
small_business,503.97,22.44
debt_consolidation,325.45,10.22
debt_consolidation,142.39,13.16
major_purchase,158.31,0.93
home_improvement,80.28,20.56
debt_consolidation,359.95,6.69
debt_consolidation,866.76,24.59
small_business,349.85,28.4
debt_consolidation,438.78,10.33
all_other,138.08,22.61
small_business,155.52,8.96
all_other,93.23,0
all_other,163.49,8.3
debt_consolidation,781.08,18.76
debt_consolidation,302.38,26.88
small_business,352.96,5.09
home_improvement,276.15,19.13
debt_consolidation,286.1,23.47
debt_consolidation,102.17,16.71
debt_consolidation,400.28,11.26
debt_consolidation,505.98,13.78
major_purchase,33.15,3.42
debt_consolidation,325.45,16.54
debt_consolidation,408.71,12.27
debt_consolidation,313.45,21.9
debt_consolidation,282.37,25
small_business,851.41,22.68
debt_consolidation,485.01,0.45
debt_consolidation,675.23,21.03
all_other,99.89,14.85
all_other,318.05,5
all_other,167.99,27.6
debt_consolidation,383.1,18.52
debt_consolidation,339.02,4.78
debt_consolidation,390.54,6.36
credit_card,97.08,28.68
all_other,20.53,20.54
small_business,806.22,0
debt_consolidation,188.58,16.13
all_other,198.89,4.54
small_business,328.43,0.94
debt_consolidation,25.8,0
all_other,524.77,8.73
home_improvement,100.8,5.2
debt_consolidation,72.17,28.73
debt_consolidation,503.97,17.87
debt_consolidation,337.52,20.06
major_purchase,518.39,0.62
all_other,78.11,5.7
all_other,100.8,3.42
all_other,326.97,2.46
debt_consolidation,412.35,19.49
debt_consolidation,524.77,11.54
debt_consolidation,237.58,12.54
all_other,46.39,21.34
small_business,591.18,11.61
all_other,19.62,11.68
educational,49.5,11.1
credit_card,515.98,16.29
educational,31.96,0.92
debt_consolidation,270.02,11.32
credit_card,390.54,11.78
home_improvement,902.06,17.64
debt_consolidation,515.44,26.53
debt_consolidation,276.15,18.52
educational,495.52,19.1
small_business,748.08,14.71
all_other,27.13,0
debt_consolidation,277.37,28.43
all_other,106.35,17.1
credit_card,472.94,15
debt_consolidation,349.85,29.41
all_other,202.52,6.95
all_other,229.91,21.97
all_other,527.93,6.23
all_other,342.12,25.91
debt_consolidation,564.73,7.96
all_other,83.63,16.19
all_other,54.02,17.33
small_business,810.05,25.08
all_other,254.44,8.3
educational,495.79,12.76
small_business,240.74,15.72
debt_consolidation,154.9,27.15
debt_consolidation,508.53,2.16
debt_consolidation,350.17,21.81
debt_consolidation,254.29,26.08
credit_card,246.33,6.62
debt_consolidation,661.61,9.76
small_business,325.45,13.9
small_business,316.61,0.6
debt_consolidation,622.13,16.92
home_improvement,274.4,15.53
all_other,24.99,28.42
debt_consolidation,81.59,15.53
debt_consolidation,315.12,5.67
all_other,160.94,0.67
major_purchase,163.18,13.55
home_improvement,688.41,21.28
all_other,55.17,21.75
debt_consolidation,443.24,17.08
debt_consolidation,286.73,22.25
educational,253.79,14.08
all_other,35.57,19.2
all_other,56.09,5.61
credit_card,232.64,14.55
home_improvement,244.76,5.13
debt_consolidation,187.8,19.34
debt_consolidation,163.17,21.03
debt_consolidation,65.57,9.98
debt_consolidation,169.2,16.88
debt_consolidation,406.07,8.64
all_other,326.35,13.01
debt_consolidation,406.07,12.77
all_other,248.08,26.49
all_other,16.85,10
credit_card,406.07,20.14
debt_consolidation,471.52,22.16
major_purchase,482.82,9.38
debt_consolidation,148.2,13.88
major_purchase,193.13,7.07
debt_consolidation,701.47,13.94
credit_card,82.32,22.93
debt_consolidation,355.67,12.94
debt_consolidation,81.22,11.35
all_other,67.68,23.6
educational,65.87,4
credit_card,200.32,14.51
debt_consolidation,324.84,16.67
debt_consolidation,450.96,20.2
small_business,793.94,8.39
small_business,682.76,19.33
credit_card,134.76,6.78
debt_consolidation,203.04,5.13
all_other,106.16,28.16
all_other,68.22,10.04
small_business,815.87,0.75
debt_consolidation,458.94,15.63
debt_consolidation,208.59,18.53
debt_consolidation,372.44,14.58
debt_consolidation,233.41,29.07
all_other,98.8,10.43
small_business,505.34,10.24
credit_card,265.39,23.04
educational,171.5,17.22
debt_consolidation,207.64,15.75
debt_consolidation,704.63,21.83
debt_consolidation,592.4,23.47
major_purchase,84.6,0.96
debt_consolidation,418.99,15.38
debt_consolidation,438.2,19.73
all_other,808.54,9.67
home_improvement,202.57,25.84
major_purchase,77.97,19.29
debt_consolidation,203.82,22.77
all_other,191.36,19.6
debt_consolidation,526.1,17.28
debt_consolidation,300.48,16.9
debt_consolidation,516.83,25.4
debt_consolidation,102.44,3.9
credit_card,386.97,12.26
educational,75.63,3.82
major_purchase,68.6,14.45
all_other,49.72,5.14
credit_card,534.19,16.27
debt_consolidation,230.45,25.11
all_other,470.18,26.08
debt_consolidation,176.16,24.36
debt_consolidation,171.5,21.5
all_other,66.47,0.96
debt_consolidation,343,17.55
all_other,342.51,4.95
all_other,255.15,11.08
debt_consolidation,418.99,2.4
home_improvement,436,26.7
debt_consolidation,411.6,9.77
debt_consolidation,175.19,3.89
debt_consolidation,84.99,10.65
debt_consolidation,312.01,4.34
credit_card,293.72,11.57
all_other,276.86,5.34
credit_card,239.01,23.21
debt_consolidation,276.86,16.91
small_business,830.84,3.73
all_other,95.68,0.99
debt_consolidation,630.39,29.96
debt_consolidation,682.76,22.01
all_other,18.28,5.22
all_other,395.2,14.9
home_improvement,397.21,15.93
debt_consolidation,526.1,13.52
debt_consolidation,208.59,19.96
debt_consolidation,532.64,20.96
debt_consolidation,230.54,17.04
small_business,395.2,19.46
small_business,97.46,4.34
small_business,726.67,25.27
debt_consolidation,329.97,26.86
all_other,102.9,22.17
credit_card,164.67,0.39
debt_consolidation,682.76,16.28
debt_consolidation,261.87,27.2
debt_consolidation,211.51,26.52
debt_consolidation,360.13,25.91
debt_consolidation,224.36,14.34
debt_consolidation,447.81,14.82
debt_consolidation,349.53,27.99
all_other,57.41,10.94
all_other,529.3,1.06
major_purchase,168.45,9.78
debt_consolidation,417.17,5.81
debt_consolidation,261.08,7.83
all_other,81.21,17.95
debt_consolidation,186.06,8.73
small_business,169.97,19.42
all_other,262.71,3.48
debt_consolidation,280.84,19.13
credit_card,61.46,22.13
debt_consolidation,627.6,21.03
debt_consolidation,273.15,11.02
debt_consolidation,188.48,8.2
major_purchase,84.77,0.64
home_improvement,30.02,11.85
debt_consolidation,532.63,29.04
all_other,195.61,12.28
credit_card,138.31,24.79
debt_consolidation,414.93,3.49
small_business,755.91,8.52
debt_consolidation,345.78,25.47
small_business,300.46,22.53
small_business,328.47,13.43
debt_consolidation,71.65,18.37
credit_card,271.68,27.05
home_improvement,418.64,9.74
debt_consolidation,81.51,7.98
all_other,66.11,17.29
debt_consolidation,57.4,17.47
debt_consolidation,615.52,21.27
credit_card,260.47,15.99
credit_card,849.38,8.54
debt_consolidation,464.86,29.47
debt_consolidation,289.14,16.68
all_other,650.48,15.97
debt_consolidation,352.1,25.5
small_business,401.2,7.9
debt_consolidation,624.74,29.16
debt_consolidation,475.05,25.66
debt_consolidation,394.78,21.22
small_business,402.56,8.8
debt_consolidation,818.83,12.66
debt_consolidation,670.13,14.92
debt_consolidation,129.22,0.75
debt_consolidation,435.58,25.26
debt_consolidation,451.48,29.28
small_business,848.99,2.02
debt_consolidation,620.7,20.44
debt_consolidation,197.4,21.9
all_other,129.2,27.42
debt_consolidation,132.8,22.5
all_other,64.61,0
credit_card,481.4,10.85
debt_consolidation,525.58,7.86
debt_consolidation,280.17,14.65
debt_consolidation,228.69,23.62
all_other,176.05,1.01
all_other,333.4,16.35
credit_card,645.4,28.78
small_business,852.87,20.79
all_other,385.52,5.74
debt_consolidation,172.11,4.54
debt_consolidation,338.1,26.12
debt_consolidation,122.11,28.66
all_other,52.89,16.64
credit_card,50.26,1.87
debt_consolidation,70.57,27.73
small_business,871.16,7.86
all_other,80.05,0
debt_consolidation,281.58,28.47
all_other,51.4,16.36
debt_consolidation,100.06,10.91
all_other,342.66,0.74
all_other,50.03,14.12
major_purchase,113.07,0.56
debt_consolidation,687.79,12.74
small_business,789.6,18.38
debt_consolidation,206.53,19.92
credit_card,192.06,0.92
educational,197.4,3.67
small_business,67.92,18.06
debt_consolidation,185.13,25.67
debt_consolidation,348.87,13.38
major_purchase,122.26,12.05
all_other,409.16,25.55
major_purchase,121.56,26.15
debt_consolidation,119.41,3.94
small_business,135.84,15.06
major_purchase,247.84,6.3
all_other,106.07,29.24
debt_consolidation,243.11,27.63
debt_consolidation,115.69,16.23
credit_card,516.32,24.95
all_other,20.29,22.03
home_improvement,809.78,18.43
credit_card,269.25,27.45
debt_consolidation,111.75,26.03
all_other,281.58,25.27
credit_card,540.96,21.9
debt_consolidation,359.61,3.82
debt_consolidation,299.89,15.87
debt_consolidation,160.78,2.37
debt_consolidation,251.18,25.25
major_purchase,385.86,0.4
home_improvement,448.2,6.39
small_business,796.26,29.21
debt_consolidation,156.5,18.1
debt_consolidation,493.42,17.93
credit_card,287.83,1.49
all_other,243.11,5.93
small_business,324.51,20.09
debt_consolidation,535.02,10.85
debt_consolidation,685.13,12.05
debt_consolidation,137.69,22.05
debt_consolidation,269.25,12.07
debt_consolidation,451.19,29.7
home_improvement,241.55,28.17
all_other,64.61,6.94
all_other,166.77,8.15
all_other,185.62,22.75
debt_consolidation,338.64,16.66
home_improvement,120.63,7.94
debt_consolidation,215.9,28.56
debt_consolidation,202.86,25.14
educational,41.5,3
all_other,471.18,22.71
debt_consolidation,530.33,13.71
home_improvement,513.98,10.47
debt_consolidation,244.21,18.8
all_other,342.66,7.76
debt_consolidation,644.8,10.73
all_other,80.39,2.63
debt_consolidation,536.18,16.22
all_other,435.58,14.8
all_other,652.04,0.21
debt_consolidation,279.09,15.48
all_other,49.72,11.33
debt_consolidation,254.72,16.78
credit_card,107.23,16.72
educational,160.78,0
credit_card,191.88,22.46
all_other,169.05,19.54
all_other,782.44,0.35
credit_card,109.65,22.32
major_purchase,321.55,11.34
debt_consolidation,491.3,6.5
debt_consolidation,266.1,23.01
all_other,811.27,0.81
debt_consolidation,385.52,20.02
credit_card,350.37,4.94
all_other,320.1,4.36
credit_card,184.29,6.46
debt_consolidation,241.16,7.03
all_other,201.94,6.94
all_other,169.05,25.47
debt_consolidation,334.91,21.6
debt_consolidation,389.84,18.81
